Pi_Timestamp,Pixhawk_Hardware_Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Q_X,Q_Y,Q_Z,Q_W
1777656472.6614377,1777656472.6553667,0.36284605000000003,1.4611908499999988,-9.14960445,-1.2722837924957275,0.21722096204757652,-3.1868503093719482,-0.9901955695944842,0.01643121630380151,0.013035072419149767,-0.13810443864431082
1777656472.6817331,1777656472.6753666,-0.5099458,0.9610516999999988,-8.9828914,-0.9736765623092651,0.3454930186271664,-2.879777669906616,-0.9911939304537176,-0.00477030451324928,0.011050898719323347,-0.13187006507944504
1777656472.7001636,1777656472.6963668,-0.6080123,1.4808041499999989,-9.50264385,-0.5497115850448608,0.4405008256435391,-2.4939539432525635,-0.9918156430923515,-0.021161142006259626,0.00704001577103238,-0.12571544998225082
1777656472.7200637,1777656472.7163668,-0.22555295,2.2261095499999985,-10.395049,-0.1531810164451599,0.5304363369941709,-2.0795187950134277,-0.9920478450452088,-0.03623642168935742,0.0013640696433255043,-0.12052441328758448
1777656472.7604756,1777656472.7553809,0.24516625,2.6183755499999988,-10.67944185,0.43536922335624695,0.6545183658599851,-1.411113977432251,-0.992738852990863,-0.061577300211294705,-0.008486852882643895,-0.10298436380937734
1777656472.7803662,1777656472.7753808,0.42168595,1.8730701499999989,-10.0420096,0.6730313301086426,0.6489423513412474,-1.1753655672073364,-0.9930137346531926,-0.07274154897675728,-0.011263084116315226,-0.09222544539751343
1777656472.8002918,1777656472.7963808,0.38245935,1.7651969999999988,-9.79684335,0.8446933031082153,0.5914340615272521,-0.9989648461341859,-0.9931581345435629,-0.08158783040192269,-0.01242029651137872,-0.08262010623829283
1777656472.8402526,1777656472.8353808,0.392266,1.725970399999999,-10.002783,0.9378811120986938,0.2702399492263793,-0.7554653882980347,-0.9929899446196735,-0.09586786194705543,-0.0041116229635699405,-0.06901751579507531
1777656472.8612864,1777656472.8553808,0.1372931,1.4808041499999989,-10.20872265,0.8482576608657837,-0.026539336889982303,-0.6655490398406982,-0.9926536360174547,-0.10107721779441359,0.0069506004011272516,-0.06613504440409072
1777656472.8820114,1777656472.8753808,0.02941995,1.3238977499999989,-9.65955025,0.7043935060501099,-0.38053023815155035,-0.596974790096283,-0.9919442085717722,-0.10596969790878058,0.021444076700226328,-0.06600955825119002
